classificacao|comentario
negativo|Quem ta sentindo dor no rim, dor de cabeça, febre e frio pode tomar hibuprofeno? — Nunca tinha visto consulta via cucat olha kkkkk
negativo|essa da ariana mico sem precedentes ela tava quase morrendo de falta de ar mkkkk a do amas pisa
negativo|meu deus, a gente pagando salário pra esse filho da puta Citar Tweet Brendo @BreHenrique_ · 1 h ??????????????? Mostrar esta sequência 2:14 50 mil visualizações
negativo|Eu estou bem mal esses dias. Um desânimo horrível. Só durmo e durmo, não quero fazer nada. Eu tento fazer as coisas mas me arrastando. Sinto tristeza mas minha situação não está das piores. Tá ruim de lidar com esse corona...
negativo|Dor de cabeça de sofrer com medo do coronavírus, minha menstruação não desce, paciente com febre, eu querendo comer o reboco da parede,
negativo|Em resposta a @peraltafavelado eu assisti na fun fest no maracanã, o banho cerveja foi real.. meu cabelo ficou pingando kkkkkkkk crl eu fiquei com falta de ar, foi a melhor sensaçao da vidaaaa
negativo|Eu to arrasada, mais uma mulher estuprada por mais um merda nesse mundão. Passei a tarde chorando, to com febre e tonta até agora. O pior é saber que ela não pode ir até o hospital fzr exame, seria mais uma mandada embora pq tem assuntos mais urgentes. Eu odeio o mundo.
negativo|Em resposta a @VenturiniDiogo e @netotau Estou numa cidade c/ 100 mil habitantes. Apenas um caso confirmado e curada. Acho suspeito ninguém da familia ou amigo doente. Nenhum outto caso confirmado na cidade. Será que era corona mesmo? Só farmácia, P. combustíveis, supermercados, açougue e padarias abertos. Caos!
negativo|Muie bonita da dor de cabeça diz especialistas e é contraindicado em suspeita de covid-
negativo|Ser ansioso nesses tempos de pandemia é sentir de falta de ar e não saber se é ansiedade ou corona virus.
negativo|pensando aqui.... sera que aquela dengue q eu peguei na vdd nao era dengue e sim covid? sera que os dias q fiquei internada pq n parava de vomitar era covid tb? oh vontade de fzr esse teste mas tao caro. puts
negativo|Parece q tá com falta de ar, mds q agonia se forçar mais caga Citar Tweet fer ⊗  : 𝑡𝑑𝑎. @mendesxrueI · 13 de mai MANO QUE GURI FOFO MEU DEUS TO APAIXONADA COMO QUE FAZ????? Mostrar esta sequência
negativo|Minha rinite achou que seria legal atacar bem no meio de uma pandemia. Eu tô com coriza, coceira no nariz e nos olhos, tô espirrando o dia todo, acordo toda entupida. Basicamente eu tô tendo todos os sintomas de uma vez, é isto
negativo|ai estou tao puta com a vida nesses dias quer tomar cloroquina toma quer sair de casa sai pega corona e morre também sério fodase cansei de me preocupar
negativo|provavelmente ninguém se importa mas eu vou falar enfim eu tô no hospital não sei se é sério mas eu tava sentindo falta de ar e estou com muita dor no peito...... os médicos disseram que podia ser meu o coração... por conta do tamanho do meu amor pelo Tom Delonge https://twitter.com/amanda_aaaaah/status/1261859986038296577… A mídia a seguir inclui conteúdo possivelmente sensível. Alterar configurações Ver
negativo|Friagem no peito e uma tosse de cachorro
negativo|Uma menina que eu conheço foi ao posto do SUS por estar sem olfato e paladar, além de uma dor de cabeça que não tinha fim. Ela ficou horrorizada que a médica não passou exame e disse: é covid. Nem o Princeton Plainsboro ia pagar por esse exame, imagina o SUS. Kkk #DefendaoSUS
negativo|Minha falta de ar só piora quando vai chegando essa hora
negativo|Aí meu cu Se eu peguei corona eu me mato
negativo|Em resposta a @GDAGOSTINI1 Uma questão de higiene, de saneamento das cidades. São Paulo, não é esse paraíso de saneamento, Rio de Janeiro muito menos. Se lembram do início do século 20, febre amarela e o povo sem querer ser vacinado?
negativo|Toda vez que o clima muda minha asma decide dar um oi, até eu me acostumar com o frio vai ser falta de ar quase todo dia
negativo|Isabela, 7 anos. Tava deitada com um botão na boca, quando engoli sem querer, porém o botão ficou preso na minha garganta, não ia nem voltava, quase morri por falta de ar. Citar Tweet Amanda @amandacsousaaa · 10 h Amanda 6 anos. Td vez meu pai me chamava p ir no mercado c ele. Um dia ouvi ele saindo c o carro e n me chamou. Desesperada fui correndo atrás, fui passar embaixo do portão e QUASE MORRI pq ele ia prensar meu pescoço. Minha mãe foi super heroína e me tirou na continha, apanhei mt twitter.com/heletpere/stat… Mostrar esta sequência
negativo|Em resposta a @vitorcarvalhopb e @felipeneto Eu falei só ganância?!!! O que eu acho q bom como profissional da saúde é quem puder fique em casa!! Juntando tudo q vc citou, mais outras doenças que matam e o covid 19, já ultrapassou a febre espanhola que durou de 1918 a 1920, que chegou a quase 100 milhões de morte!!
negativo|Em resposta a @valentchxna tô com falta de ar e não é corona
negativo|Tô sem voz, com dor de garganta, mas tô comendo sorvete
negativo|Eu com a moca tou em risco de morrer com falta de ar
negativo|Em resposta a @dvdacortez Li falta de ar ja fiquei nervoso
negativo|E o vídeo do homem que tava no Lélio se despedindo da família apenas acenando, pq a falta de ar não deixava mais ele falar? Horas depois ele faleceu E ainda há quem diga que isso é só uma gripezinha
negativo|Em resposta a @666DKL Tá com febre?
negativo|Em resposta a @Hey_Heinen Simm e eu ainda tenho que ler o código da febre
negativo|eu acho real que eu to com febre
negativo|Pacientes com falta de ar, tosse, febre que não melhora com o uso de medicamentos, dor no peito, confusão mental, incapacidade de despertar ou lábios e rosto azulados devem buscar atendimento médico. Para saber mais acesse: http://drrisadinha.org.br #DrRisadinha #USP #Coronavirus
negativo|Em resposta a @sabrininhat Tem mo, são: *Dor no corpo *Febre *As coisas começam a dar errado, tipo, vc esquecer a chave de casa no trabalho, seu telefone começa a cair toda hora, pequenos acidentes no geral * E se o babado for forte, sua vida começa ir pra trás
negativo|MORRENDO DE FALTA DE AR NA SEDE DO PIRILAMPO POR CAUSA DO SINALIZADOR ME ACABANDO DE GRITAR E CHORAR QUE BEM VI O GOL PUTA QUE PARIU MEU DEUS EUEEEEEEMAKAKAWKAKAKKAKAAKKSKAKS
negativo|Aí tu tá fumando uma baseadão escondido, trinca o melão e com isso a tosse vem junto...
negativo|Mano to com uma dor no peito que pqp, ta dando até falta de ar
negativo|Chapadissima no uber e tendo um mini ataque de pânico com bastante falta de ar e medo de vomitar no carro do homi E o cara puxando assunto nada a ver flertando comigo??, mds quarentena dos desesperados
negativo|TITI VERIFICANDO SE GOKU TA COM FEBRE SO PQ ELE CONCORDOU Q GOHAN TEM Q ESTUDAR KKKKKKKKKKKKKKK MDS Q ENGRAÇADO
negativo|Em resposta a @jairbolsonaro Restabelecerei a verdade: -> Sou membro e apoiador de milicias; -> Só não instituo um novo AI5 pq não tenho apoio dos militares; -> Entrei para o exército por não ter outra escolha; -> O episódio da facada era uma encenação; -> Peguei COVID19 e menti descaradamente; -> Etc ...
negativo|Se cagando é pouco...quando sentir a primeira falta de ar..essa troxa e o troxão vão encher o saco lá no Hospital...
negativo|acho q to com febre #LMTV #BreakUpSongVideo
negativo|Em resposta a @pseudopianista e @yasorigassa agora se for uma ansiedade mais “grave” que gere falta de ar, palpitações e etc procuro ligar pra algum amigo, tomar um banho, dar uma volta, respirar fundo e orar
negativo|Em resposta a @vinirosindo Nem sabia q eles existiam ainda.... da40 ⁰ de febre rs
negativo|to com febre to gripada não quero morrer antes de ter betty 2 SÉ VOLAR COM PERALTA
negativo|Em resposta a @kyzzara Eu fiz um que me deixou com febre, felizmente esse não deixou
negativo|"'""pesquisa estima que até 80 mil capixabas já tiveram contato com o novo corona vírus' bom voltamos a paranóia do será que peguei?"""
negativo|Em resposta a @lebrao11 @androidbr020 e 2 outros Covid é malária? É lúpus? Não. Por acaso você toma remédio indiscriminadamente? Está com dor de cabeça e toma tônico capilar? Espero que não. Assumir os riscos sabendo da cura, é uma coisa...
negativo|comecei fazer o treino que sempre faço e morri na metade, falta de ar..... eu espero que seja só efeito das 24h que fiquei bebendo
negativo|Em resposta a @Danih Lava amanhã pra não dar dor de garganta
negativo|Eu nunca senti tanto ódio como eu estou sentindo atualmente! Eu condeno veementemente o que o Bolsonaro e seus defensores estão fazendo! O Brasil já é o 3° pais com maior número de casos da Covid-19.
negativo|Em resposta a @PatriciaRSBR @DanaAmazonas e @jdoriajr
negativo|ATENÇÃO, GESTANTES! Onde procurar ajuda? Em caso de coriza - fique em casa Coriza e febre - fique alerta em casa Febre, coriza e tosse - procure o posto de saúde ou a UPA Febre, coriza, tosse e falta de ar -… https://instagram.com/p/B-AOQxgHJGE/?igshid=1p6igti06ufxa…
negativo|A boca fica seca e da falta de ar, mas calma não é covid é só crise de ansiedade
negativo|Em resposta a @adriambrosano eles recomendam esperar os sintomas continuarem por 14 dias pra ir pro hospital, mas quando eu fiquei com falta de ar, fiquei em choque querendo correr pro hospital, mas no dia seguinte melhorou do nada kkkkkk mas n sei, ne, vc decide kkkk.
negativo|Em resposta a @ppffcosta73 @BH0806 e @dinossauroooooo Não vacinou contra febre aftosa.
negativo|Quando um cafajeste desse perder um ente querido sufocado com falta de ar por causa da Covid19, eles para de brincar com a dor dos outros. Canalhas. 0:41 28 visualizações
negativo|e ele n entende nada da minha ansiedade. 80% das vezes sinto falta de ar por causa dela e é insuportável
negativo|Minina q dor de cabeça infernal. Rezando pra nao ser corona
negativo|meu corpo é estranho, uma hora eu sinto febre, morro de frio e depois passa. to começando a ficar preocupada
negativo|Tenho uma tosse absurda que aparece sempre quando faz frio, como explicar isso para as pessoas da rua senhooor
negativo|Falta de ar comendo no centro
negativo|So hj eu vi acho q uns 3 vídeos assim e nos três eu passei mal mano, fiquei com falta de ar e isso n é engraçado cara (se algm vier fazer piada de “ah é coronga” eu vou comer teu cu com areia), e além de mim muitas outras pessoas estão ficando mal tbm, ent criem a porra do senso
negativo|Se meu teste de anticorpos der positivo pro covid19 (ou seja, peguei em algum momento) eu transmito pros outros? #combateaocoronavirus #perguntacorona
negativo|Em resposta a @theanaclaudia @brasilialuck e 10 outros Ana, você que não esta entendendo o que eu estou falando. Independente de carnaval ou não, o que o presidente defende é errado. Ele acredita em imunização de rebanho e foi compravado que isso não funciona com Covid. E ele não deu trilhões pq o dinheiro é do povo, ele usou p saude
negativo|eu queria que falasse isso antigamente pra ele ver oq é bom pra tosse
negativo|Dentro da minha paranoia eu tenho toda certeza do mundo de que eu já peguei corona vírus mesmo sem ter sintomas, ainda bem que eu tenho histórico de atleta
negativo|Painho n teve febre hoje, amém
negativo|Voltei da farmácia com a cabeça estourando de dor, ainda bem q o covid19 ñ é rápido assim pq já ia ficar paranoica
negativo|Em resposta a @maurofagundess Poxa!!! Ainda se dizem conservadores! Apoio aberto ao Lula!!! PQP!!!! A febre aftosa mata!!!
negativo|eu falando pro vitão que estou com bastante coriza, espirrando igual louca, a dica dele é: 'amor enfia dois papéis no nariz e respira pela boca, já fiz isso, confia no pai' KKKKKKKKKKKKKKK
negativo|da falta de ar só de vez Citar Tweet ˑִׄᝰ̟ׅ݊ 𝗅𝗎𝖼𝖼𝖺 𝗋𝗂𝖼𝗁𝗍𝖾𝗋 @baddracx · 15 h O caldo que o cara levou depois de filmar isso.. 0:17 6,7 mi visualizações
negativo|ai eu falei pro enfermeiro que eu não ia sentar lá, pra ele usar outro aparelho em mim e ele riu???? mas trocou e limpou na minha frente. Até aí ok. Passa uns 30 min eu vejo o mesmo senhor que “estava”com covid COM FALTA DE AR TOMANDO SORO E AS ENFERMEIRAS FALANDO Q ELE IA SER Citar Tweet juuu @fritolii · 9 h e o paciente vulgo um senhor, disse que estava perfeitamente bem. Então que porra ele tava fazendo no hospital????? Bixo eu ia sentar e usar os mesmos aparelhos que eles pra tirar a pressão (não estou com o covid ok.)
negativo|deus meu deus eu ainda tenho que ler a ordem de extermínio e o código da febre Citar Tweet Maze Runner Brasil @TheMazeRunnerBR · 1 h MAZE RUNNER EMERGENCY James Dashner acaba de atualizar seu Instagram e Twitter com a seguinte mensagem: 'Já se perguntou o que aconteceu com Newt depois de deixar o Berg em #ACuraMortal? Já imaginou como seria o mundo 70 anos depois? Logo você descobrirá. #CorrerouMorrer'
negativo|Eu:Mãe, a senhora tá ligada que depois da quarentena vai ter um carnaval fora de época né? Geral lá no centro do Rio, maior bagunça, fazendo trenzinho, carnaju (carnaval com festa junina, tudo misturado) Ela:Misericórdia, vai ser uma bagunça Eu:E eu estou de presença confirmada
negativo|Um conhecido é piloto da Polícia. Falou que dois pilotos pegaram covid-19. Detalhe: os dois são contrários ao Governo Federal e criticavam a HCQ. Perguntei se tomaram HCQ e ele: 'Claro. Já estou com a receita pronta se pegar tbm. Tomaram HCQ + AZT + Zinco + IVERMECTINA'
negativo|Em resposta a @mayrannealmeida e @YouTube Já estou com falta de ar. Consegue 1 respirador até 20h30! Quero assistir inteiro.
negativo|A @mari_fonseca prescrevendo xarope de Guaco pra tosse Citar Tweet Dante @dantegalileu · 4 h Eu quando indico a pomada canela de velho
negativo|Ônibus que peguei hoje tava entupido de pessoas, devo ter contraído o covid 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18 e
negativo|@LauraPausini Minha Falta de Ar, Graças a Deus não é CORONA VIRUS E A LAURA PAUSINI PENSANDO EM MIM Que queria ja Esta comigo E Não há deixam
negativo|Eu tava no supermercado com a minha mãe lá de boas e do nada comecei a ficar com falta de ar, eu não sabia se era a mascara me incomodando, se era crise de ansiedade ou se era coronavírus, mas foi muito assustador :/
negativo|siso nascendo lição acumulada tosse não sei pq e agora to com dor de estômago e refluxo é eu acho que quero morrer
negativo|nossa BELA HORA pra sentir dor de garganta meu organismo me sabota demais vsfff
negativo|Gente qualquer tosse ou falta de ar vcs já surtam? Porque meu Deus, ontem tive uma crise de sei lá o que, me senti sufocar sem ar e entrei em Pânico. Ainda bem que foi só isso.
negativo|MDS, QUE FALTA DE AR, QUE APERTO NO PEITO Citar Tweet Dora Figueiredo @dorafigueiredo · 10 h [Gatilho] Se você estiver passando por violência doméstica peça ajuda!
negativo|Pelo amor de Deus só eu que em tempo de covid surto achando que tô com falta de ar?? Jesus!!
negativo|Sinto que tou tipo a arder em febre mas não tou
negativo|Em resposta a @_OtakusBrasil e @xgabixavier Caralho, agora peguei raiva real do Covid
negativo|Treino fdp esse que eu peguei agr viu ptmm... Fiquei tonta, com falta de ar e enjoada
negativo|Brasil afora detentos sendo soltos por causa do COVID-19. Será que alguém realmente acredita que esses caras vão ficar em isolamento social? Que vão fazer algo útil? Se fizessem coisas úteis, não estariam presos. Mais dor de cabeça. #Covid_19 #saopaulo #Brasil A mídia a seguir inclui conteúdo possivelmente sensível. Alterar configurações Ver
negativo|depois de (mais) um dia inteiro passando mal e sofrendo de enxaqueca/falta de ar/dor de estômago por causa da situação do brasil e do mundo, decidi me alienar e viver a base dos vídeos do thie rock
negativo|Recentemente uma família perdeu mãe, pai e filho. Estou com um nódulo na garganta de tanta dor por esta família. Eu não consigo expressar.
negativo|Quando peguei Covid eu vendi minha alma pra 3 demônios, mas só um deles poderia tê-la. Agora sou imortal.
negativo|Mais uma madrugada com reluxo, falta de ar. A noite mal dormida me estressa, mais refluxo. O estresse me deixa com ansiedade, mais falta de ar. A covid, causa falta de ar, o que me estressa e deixa ansioso. É o nono circulo do inferno
negativo|minha boca ta machucada e eu to com falta de ar ja vai fazer uma hora de tanta ansiedade mds mano q ódio
negativo|Em resposta a @avioesemusicas Tb fiz, mas deu negativo. Voltamos de Portugal via Paris no dia 3/2. Dias depois tive uma gripe, dor de garganta e um dia de febre. Mas, pelo jeito nao foi nada.
negativo|[23/4 12:55] triz: Vou aí [23/4 12:55] triz: Kkkkkkkkkkkkk [23/4 12:55] triz: Não estou com covid caralho [23/4 12:55] Indy: Não tô brincando bibi [23/4 12:55] Indy: Kkkkkkkkkkkkkkkkkkkkk Odeio ela
negativo|Em resposta a @dayrolever e @stagebiazin No The Voice. Eu tava doente no dia e quando ela cantou achei que tava delirando de febre!!!!! OUÇAM CAROL BIAZIN Carol Biazin - Carol Biazin open.spotify.com
negativo|Retirada da vacinação da febre aftosa no rebanho brasileiro pode atrasar por causa do coronavírus, diz ministério https://glo.bo/2WFcvFV #GloboRural
negativo|Acordei fodida de nariz entupido mta dor de cabeca espirrando suRtada MEU DEUS É CORONA EU VOU MORRER  ai dps lembro que tenho sinusite e rinite ta tudo bem
negativo|Não acredito que vai me dar febre, eu tava com calor, aí me deu alergia e agora to tremendo de frio  puta merda
negativo|Eu odeio vc
negativo|To sem o alenia e sem receita então se eu não morrer de falta de ar pelo covid vai ser pela asma mesmo
negativo|Hoje eu não estou normal... Pq do nada fiquei com vontade de arrumar essa casa... Será que é febre ou coronga?
negativo|EU TO COM FALTA DE AR DE TÃO NERVOSA COM ESSE BEIJO AAAA
negativo|Apenas mais um dia de paranoia achando que dessa vez com certeza peguei corona vírus, mais alguém? Todo mundo? Que delícia.
negativo|Meu dia hoje foi muito ruim, ai cheguei em casa e coloquei um video do @whindersson e to aqui com falta de ar de tanto que to rindo. Esse cara é bom!
negativo|Em resposta a @vitoriarrsouza poo corona c limao eh muita boa, meu pai ama tb. itaipava eu gosto ate da normal mas me da dor de cabeça dms
negativo|Medo de pegar corona vírus? Já peguei coisa mt pior 0:06 11 visualizações
negativo|Esse remédio que o médico passou me faz mais mal do que a tosse
negativo|Crl nem fui trabalhar hoje, minha coluna doendo pra porra, falta de ar, que sacooooooo
negativo|o não curioso caso da menina que tem picos de ansiedade que só percebe quando tá com falta de ar
negativo|Gravei no celular o som de uma tosse bem carregada. Daquelas que exigem uma internação imediata. Agora,toda vez que vou ao mercado e veja alguém sem máscara,coloco o som bem alto. Fico só observando:um total de 100% de aproveitamento em pessoas colocando a máscara de volta.
negativo|"Relatos do genocídio: Amazônia. Aldeia infectada. Enfermeira segurando a barra sozinha. Indígenas mal, com tosse, dor, febre, vão até o posto de saúde. ""Dá dor no de ver eles perguntando se precisar ir p hospital vai ter respiradores p eles. Eles tem direito de viver"""
negativo|quando acabar esse corona, vou voltar pra lá pois estou com muita saudades da Jaque e da Keilane
negativo|Dor de cabeça. Cólica. E 39,9° de febre. #euquelute
negativo|#BBB20 Daniel novamente no confessionário com febre. A Ive tá com tosse !! Corona Vírus no BBB.
negativo|Tô com febre pq n bebi refrigerante, tenho certeza que sou viciado mds
negativo|Amanhã vou no médico olhar essa situação da falta de ar e vamos voltar com os remédios de ansiedade
negativo|acho que nunca tive tanta falta de ar na minha vida kkkkkkkk pelo menos era por uma coisa boa
negativo|VAI SE FUDE JA TO COMM FALTA DE AR NAO EU N ACEITO ISSO Citar Tweet ꧑ɑr AGUSTD 2 @btskpink · 2 h fds vou eh ler se nao acabo tendo crise e sla to 1 semana eu acho sem uma crise de vdd Mostrar esta sequência
negativo|prr chorei tanto, que agr tá querendo me dar até febre
negativo|Mano é horrível ficar com falta de ar. Fico imaginando quem tem asma ou tá com covid e precisa de respirador. Misericórdia. Não desejo isso pra ngm
negativo|Em resposta a @v7nn7 e @fredpassini No máximo ela vai ficar com uma tosse, mas dps passa
negativo|acordei com falta de ar, ai eu acordando o leonardo td desesperada: mo, to morrendo kkkkkkkkkkkkkkkk
negativo|Ver a Ângela passando mal com falta de ar novamente eu me surtei, cara
negativo|Vou voltar a malhar hoje, espero não morrer com falta de ar
negativo|depois do cara quase morrer com covid, ele ainda vai pra tv falar besteira em rede pública, sim estou falando de sikera jr.
negativo|mds eu sou tão apaixonada pelos desenhos e filmes antigos da disney
negativo|Em resposta a @sabrissdeluz Ahauahauu que bicho doido docarai. Deve ta delirando de febre e escrevendo ao mesmo tempo
negativo|Ok. Acabei os originais e juro que não sei mais qual é o sentido da vida.
negativo|Outra coisa: to com uma dor de cabeça sem fim. Lembrei que é um dos sintomas da COVID. Daí fiquei com falta de ar. Que tb é sintoma. So me falta ter caganeira.
negativo|Minha perna está inchada e roxa, ela que se recusa e ver isso, ent aqui estou eu desabafando com vcs, pois não estou mais aguentando de dor, e não posso nem ir no hospital por conta do corona, e ela tá enrolando para ir comprar a minha bolsa de gel, ent e isso não desejo isso a
negativo|Em resposta a @AJocyaraalmeida Não,é que não mesmo,isso procurar dormir com febre
negativo|qualquer espirro: a eu: será que estou com corona?
negativo|essa máscara me dá tanta falta de ar que parece até q to c corona virus
negativo|"Em resposta a @lcoutinho Interessante verificar com esse grupo de atletas. Na virada do ano uma família amiga pegou uma ""virose estranha"" (febre, dores no corpo, coriza, tosse seca e falta de ar) após viagem internacional a um local com turistas de todo o mundo."
negativo|Sonhei com falta de ar de novo ai podre
negativo|QUERIA TANTO NÃO TER FALTA DE AR TODA HORA
negativo|Problemas no pulmão Coágulo de sangue nos órgãos Problemas na retina Conjuntivite Dor nos músculos Enjôo e diarréia Perda de olfato e paladar Frieira no pé que nunca passa Dor de cabeça Fadiga Arrepios Tosse Febre Dor de garganta Dificuldade pra respirar Citar Tweet parmesão tussido @rolodebolo · 13 h desgraça de virus da polishop que toda hora é um E NÃO É SÓ ISSO! e ainda temos MAIS ISSO! mas calma, NÃO ACABOU twitter.com/folha/status/1…
negativo|Toda vez que me dá crise de tosse, chove
negativo|Em resposta a @W00YOUNGM00N garrafa de dois litros está aqui do meu lado, agora me falta o ar senhor
negativo|que falta de ar horrível eu odeio esse tempo!!!! odeio.
negativo|certeza que já peguei corona e fui assintomático
negativo|A língua rasga rasga Cê devolve engasga e tosse
negativo|Essa duplo malte aí que virou febre agora espero que não seja que nem a burguesa e a amstel que só deu caganera e dor de cabeça no pessoal
negativo|Eu tô com dor no meu corpo inteiro, acordei c febre pq toda vez que fico bebado, me dá febre no dia seguinte. Tô só a derrota
negativo|eu chorando igual um neném porque achei o chico quase morri de falta de ar Citar Tweet 𝔾𝕚𝕚𝕙 @_Scheffel_ · 9 h ACHAMOS
negativo|Eu: não vou me abalar com isso Meu corpo: que tal uma dose de insônia, dor de cabeça, choro e febre..
negativo|lembro que depois desse jogo eu fiquei com bastante febre, bastante dor no corpo e leve falta de ar as vezes... meu Deus será que peguei corona no Maracanã Citar Tweet Flamengo @Flamengo · 19 h Há três meses, o Mengão vencia o Independiente del Valle (EQU) por 3 a 0, no Maraca, com gols de Gabigol e Gerson (2) e conquistava a Recopa Sul-Americana pela primeira vez. E é claro que a Nação fez uma belíssima festa! #CRF #FlaMemória Marcelo Cortes e Alexandre Vidal / CRF
negativo|Em resposta a @danielsmythh Treinar de máscara não faz sentido nenhum velho, q falta de ar que deve dar
negativo|Gravida com falta de ar no metro lotado pqp
negativo|Vai tomar no cu corona, podia ta agora abraçado com um possível @, estou clm meu irmão
negativo|Quando vc tá com o nariz escorrendo e dor de cabeça.. e não sabe se é corona ou sinusite
negativo|uma falta de ar será que é chegada a minha hora
negativo|Não eu não estou com corona, eu tenho espirro fótico, obrigada
negativo|eh frio ou eh febre senhoe jasus
negativo|Em resposta a @MarcosQuezado1 Pior que as pessoas estão com MEDO de ir ao médico, de serem presas, ou de serem contaminadas, devido o grande terror imposto pela imprensa e Governadores, a pessoa com tosse seca e febre (sintomas leves) só vai ao médico quando tá morrendo com falta de ar @jairbolsonaro
negativo|Em resposta a @wolfhyunjin 열기 tem literalmente a tosse da gowon transformada em música e insistem em dormir nessa obra de arte
negativo|Eu assisti Peaky Blinders uns anos atrás e eu gostava muito mas agora que se tornou a nova febre entre héteros cafonas eu reviro os olhos automaticamente quando ouço falar sobre
negativo|Segurando a tosse pq n quero vovó aparecendo aqui no quarto e ligando a luz pra ver se eu to morrendo
negativo|Morrendo de frio com a certeza q peguei covid
negativo|não sei se vou morre de carência tesão acumulado ou de falta de ar KKKKKKKKKK meu deus scrr
negativo|Sem ventilador, paciente morreu 'roxo por falta de ar em frente a equipe': o caos descrito por médicos em Pernambuco Sem ventilador, paciente morreu 'roxo por falta de ar em frente a equipe': o caos descrito por... msn.com
negativo|Vou deixar a política de lado pra pedir pelo amooooor de Deus, fiquem em casa... Fiquei na UTI por uma noite e foi o suficiente pra nunca mais querer isso na vida... FIQUEM EM CASA!  Obs: não estou com covid  apenas uma infecção respiratória...
negativo|Em resposta a @g_sapeixoto @RayssaNeves027 e @EvilynSantana4 Gado acalma um pouco
negativo|Em resposta a @lucamtm da força,da fé,da febre e da fibra
negativo|Em resposta a @tribunadonorte Alinhado a isso, publique um decreto que só se deve procurar unidade hospitalar apenas no momento em que o paciente estiver com falta de ar. Vai dar super certo!
negativo|odeio sentir falta de ar
negativo|Em resposta a @Sen_Alessandro Não vi, esses estardalhaço todo, com o H1N1, síndrome da vaca louca, febre suína e etc. Que milhares, e nem fazem da dengue que está matando igual água embaixo de ponte, chicungunha e por vai, agora só existe o covid-19, nos poupem por favor.
negativo|Meu pai, to com falta de ar.. será que é coronga???
negativo|Falta de ar desgraçada com essa máscara. Esperando a mais de 1 hr a ultrasom e na companhia da minha azia. Um belo dia para ter continuado na cama dormindo. Ahh, não consigo mais dormir bem.
negativo|Em resposta a @ana_gomide_ @BolsonaroSP e @jairbolsonaro Estou com Covid mas não quero tomar Cloroquina pois posso morrer, disse a jumenta
negativo|Bem vamos despachar o trabalho que falta Boom toma lá uma febre só por causa das merdas
negativo|fui no mercado e me senti ofegante e com falta de ar na volta fiquei com medo que fosse corona vírus mas ai lembrei que sou gorda sedentária e por isso tava ofegante e ai passou o medo
negativo|Mineirinho me dá uma falta de ar danada
negativo|deu até falta de ar Citar Tweet HENRIQUE ANDRÉ (de ) @ohenriqueandre · 7 h Que apresentação FODA do @_flaviomark! Entregou uma obra-prima ao @Atletico para o #MantoDaMassa. Gostaram também?
negativo|Em resposta a @iloveazeitona HAHAHAHAHHAHAHA….. mano e ele tava com falta de ar pq tava treinando…. ele deixou o audio ligado quando falou isso pra ina dele HAHAHAHA….. “covid” HAHAHA
negativo|provavelmente ninguém se importa mas eu tô no hospital não sei se é sério mas eu tava sentindo falta de ar e estou com muita dor no peito os médicos disseram que podia ser meu coração por conta do tamanho do meu amor pelo Tendou
negativo|Eu realmente não entendo essa febre tie dye que surgiu agora, agora é isso em todo lugar
negativo|Em resposta a @PatySoelo Oi Paty! Fica calma. A infecção por covid19 traz não só falta de ar, mas febre persistente e dores musculares. A tosse seca e espirros são comuns. A ansiedade e o pânico pode acometer as pessoas devido a mídia.
negativo|Faltaram muitas vírgulas, deu falta de ar
negativo|Gente, ela tá acreditando mesmo que estou com covid meu senhoooooor
negativo|"a tia q fuma 930 cigarros por dia ta com uma tosse seca ai vem: ""será q eu peguei esse virus?"""
negativo|Em resposta a @JoaoIluminado2 Eu tô com suspeita de labirintite, com um zumbido zoado no ouvido, tonturas, enjôo e tal :( Não estou conseguindo consultar com otorrino, pois Covid-19, mas não aguento mais conviver com zumbido. Dramin ajuda, mas não resolve o problema
negativo|O final da gravidez é o pior, da muita falta de ar contando que não dá nem pra andar direito af
negativo|eu td dia “será q eu já peguei corona e n sei?????” Citar Tweet cristopher @ocriseduardo · 9 h sou muito curioso sempre fico pensando se ja peguei corona queria ser testado pra ver se tenho os anticorpos kshsj tomara que não né mas queria saber
negativo|Em resposta a @Hameruuuu e @PeaShrek tua tosse tava do krl esses dias, mas achei q era o bonus fumante
negativo|usei um desse uma vez e depois só a falta de ar Citar Tweet GOMES @____GOMES____ · 21 h A Primeira vez a gnt nunca esquece kakakkaka Mostrar esta sequência
negativo|gente a paranóia é real a dor de cabeça chega e eu já tenho certeza que estou com covid
negativo|Novidade isso aqui...por enquanto só estou curiando esse negócio de Twitter. Pensei em fazer a conta, para desabafar! Afinal esta sendo um tédio este isolamento. #Covid19 aprendendo a conviver com essa pandemia
negativo|Nesses últimos 4 dias fiquei com medo de estar com covid-19 . Senti febre,fraqueza,cansaço, dor insurpotavel na cabeça e no nariz (que ainda dói) e ainda senti tontura . Mas aí lembrei que minha rinite e sinusite sempre ataca nesse período do ano kkkkkkkk
negativo|e a minha febre ataca novamente, sofroh
negativo|"Eu acho tão lindo esse conceito de ""dormir agarradinho"",pq eu nunca consegui, pessoa me abraça, os primeiros min blz, dalí uns 10 min, eu ja to me sentindo presa, sufocando, falta de ar, meu Deus vou morrer, me solta!!!!"
negativo|Gente faz o teste de corona vírus, falta de ar é sintoma Citar Tweet sea @tinywaifu · 20 h i cannot breathe Mostrar esta sequência
